sample_id,seed,lambda,task_family,target,oracle_expert,selected_expert,entropy,is_correct,route_matches_oracle,mlp_prob,graph_prob,attention_v1_prob,attention_v2_prob
23,11,0.03,relational,1,graph,graph,0.1446,1,1,0.0130,0.9744,0.0037,0.0089
24,11,0.03,feature,0,mlp,attention,0.1100,1,0,0.0030,0.0167,0.9797,0.0005
25,11,0.03,feature,1,mlp,attention_v2,0.0841,1,0,0.0096,0.0012,0.0031,0.9861
26,11,0.03,contextual,1,attention_v2,attention_v2,0.2575,1,1,0.0313,0.0226,0.0015,0.9446
27,11,0.03,relational,1,graph,graph,0.3720,1,1,0.0379,0.9148,0.0085,0.0388
28,11,0.03,contextual,1,attention_v2,attention_v2,0.4025,1,1,0.0538,0.0437,0.0023,0.9002
29,11,0.03,contextual,1,attention_v2,attention_v2,0.1948,0,1,0.0245,0.0141,0.0007,0.9607
30,11,0.03,feature,1,mlp,graph,0.2713,1,0,0.0551,0.9356,0.0064,0.0029
31,11,0.03,contextual,1,attention_v2,attention_v2,0.1645,1,1,0.0210,0.0107,0.0004,0.9679
32,11,0.03,contextual,0,attention_v2,attention_v2,0.0674,1,1,0.0090,0.0019,0.0002,0.9889
33,11,0.03,relational,1,graph,graph,0.3024,1,1,0.0380,0.9323,0.0024,0.0274
34,11,0.03,contextual,1,attention_v2,attention_v2,0.4342,1,1,0.0500,0.0526,0.0053,0.8921
35,11,0.03,feature,0,mlp,attention_v2,0.2504,1,0,0.0479,0.0105,0.0000,0.9416
36,11,0.03,relational,0,graph,graph,0.0678,0,1,0.0073,0.9893,0.0008,0.0026
37,11,0.03,relational,0,graph,graph,0.2286,1,1,0.0231,0.9544,0.0047,0.0178
38,11,0.03,contextual,1,attention_v2,attention_v2,0.6248,1,1,0.0762,0.1048,0.0046,0.8143
39,11,0.03,contextual,1,attention_v2,attention_v2,0.2205,1,1,0.0278,0.0150,0.0023,0.9550
40,11,0.03,feature,1,mlp,attention_v2,0.0842,1,0,0.0095,0.0012,0.0032,0.9862
41,11,0.03,relational,0,graph,graph,0.2904,1,1,0.0246,0.9397,0.0109,0.0248
42,11,0.03,relational,1,graph,graph,0.2142,1,1,0.0156,0.9593,0.0103,0.0148
43,11,0.03,contextual,0,attention_v2,attention_v2,0.1330,1,1,0.0176,0.0062,0.0009,0.9753
44,11,0.03,relational,0,graph,graph,0.2144,1,1,0.0170,0.9590,0.0086,0.0153
45,11,0.03,relational,1,graph,graph,0.1526,1,1,0.0167,0.9718,0.0020,0.0095
46,11,0.03,relational,0,graph,graph,0.1434,0,1,0.0126,0.9747,0.0041,0.0085
47,11,0.03,feature,1,mlp,graph,0.2615,1,0,0.0522,0.9388,0.0064,0.0026
48,11,0.03,contextual,0,attention_v2,attention_v2,0.2511,1,1,0.0314,0.0202,0.0018,0.9466
49,11,0.03,feature,1,mlp,attention_v2,0.0830,1,0,0.0093,0.0011,0.0031,0.9864
50,11,0.03,feature,0,mlp,attention_v2,0.2640,1,0,0.0508,0.0116,0.0000,0.9376
51,11,0.03,relational,0,graph,graph,0.1541,1,1,0.0174,0.9714,0.0018,0.0094
52,11,0.03,contextual,1,attention_v2,attention_v2,0.2925,1,1,0.0361,0.0286,0.0011,0.9342
53,11,0.03,contextual,1,attention_v2,attention_v2,0.3989,1,1,0.0522,0.0470,0.0009,0.8999
54,11,0.03,feature,0,mlp,attention,0.1092,1,0,0.0030,0.0166,0.9799,0.0005
55,11,0.03,contextual,0,attention_v2,attention_v2,0.1265,1,1,0.0178,0.0058,0.0002,0.9762
56,11,0.03,feature,1,mlp,graph,0.2744,1,0,0.0554,0.9348,0.0069,0.0028
57,11,0.03,relational,1,graph,graph,0.3054,1,1,0.0220,0.9365,0.0168,0.0247
58,11,0.03,relational,1,graph,graph,0.2239,1,1,0.0303,0.9531,0.0010,0.0157
59,11,0.03,contextual,1,attention_v2,attention_v2,0.5136,1,1,0.0635,0.0784,0.0010,0.8571
60,11,0.03,contextual,1,attention_v2,attention_v2,0.1469,1,1,0.0208,0.0074,0.0003,0.9716
61,11,0.03,feature,0,mlp,attention_v2,0.2511,1,0,0.0478,0.0107,0.0000,0.9415
62,11,0.03,relational,0,graph,graph,0.0964,0,1,0.0086,0.9843,0.0025,0.0046
63,11,0.03,relational,1,graph,graph,0.3295,0,1,0.0408,0.9245,0.0028,0.0319
64,11,0.03,contextual,1,attention_v2,attention_v2,0.1782,1,1,0.0215,0.0123,0.0011,0.9651
65,11,0.03,feature,1,mlp,attention_v2,0.0844,1,0,0.0096,0.0012,0.0031,0.9861
66,11,0.03,relational,0,graph,graph,0.2492,1,1,0.0273,0.9483,0.0035,0.0210
67,11,0.03,contextual,1,attention_v2,attention_v2,0.0745,1,1,0.0096,0.0024,0.0003,0.9876
68,11,0.03,contextual,1,attention_v2,attention_v2,0.4756,1,1,0.0689,0.0569,0.0015,0.8728
69,11,0.03,contextual,0,attention_v2,attention_v2,0.1252,1,1,0.0184,0.0048,0.0004,0.9765
70,11,0.03,feature,0,mlp,attention_v2,0.2524,1,0,0.0479,0.0110,0.0000,0.9411
71,11,0.03,feature,0,mlp,attention,0.1112,1,0,0.0030,0.0170,0.9795,0.0005
72,11,0.03,feature,1,mlp,attention_v2,0.0861,1,0,0.0097,0.0012,0.0033,0.9858
73,11,0.03,contextual,0,attention_v2,attention_v2,0.1895,1,1,0.0232,0.0129,0.0014,0.9625
74,11,0.03,relational,1,graph,graph,0.2817,1,1,0.0236,0.9420,0.0103,0.0241
75,11,0.03,feature,1,mlp,graph,0.2807,1,0,0.0576,0.9327,0.0066,0.0031
76,11,0.03,feature,0,mlp,attention_v2,0.2374,1,0,0.0446,0.0098,0.0000,0.9455
77,11,0.03,feature,1,mlp,graph,0.2685,1,0,0.0542,0.9365,0.0063,0.0029
78,11,0.03,relational,1,graph,graph,0.5655,1,1,0.0344,0.8567,0.0531,0.0558
79,11,0.03,contextual,1,attention_v2,attention_v2,0.2272,1,1,0.0271,0.0196,0.0008,0.9525
80,11,0.03,contextual,1,attention_v2,attention_v2,0.1514,1,1,0.0202,0.0081,0.0007,0.9710
81,11,0.03,contextual,0,attention_v2,attention_v2,0.1994,1,1,0.0247,0.0148,0.0009,0.9596
82,11,0.03,relational,0,graph,graph,0.1817,1,1,0.0178,0.9658,0.0038,0.0126
83,11,0.03,relational,1,graph,graph,0.3992,0,1,0.0454,0.9044,0.0056,0.0447
84,11,0.03,feature,1,mlp,attention_v2,0.0794,1,0,0.0091,0.0011,0.0028,0.9871
85,11,0.03,relational,0,graph,graph,0.1562,0,1,0.0184,0.9706,0.0014,0.0096
86,11,0.03,feature,0,mlp,attention_v2,0.2667,1,0,0.0510,0.0121,0.0000,0.9369
87,11,0.03,feature,0,mlp,attention_v2,0.2559,1,0,0.0489,0.0110,0.0000,0.9400
88,11,0.03,relational,1,graph,graph,0.1382,1,1,0.0161,0.9747,0.0013,0.0079
89,11,0.03,feature,1,mlp,graph,0.2796,1,0,0.0570,0.9331,0.0068,0.0030
90,11,0.03,relational,1,graph,graph,0.2680,1,1,0.0198,0.9461,0.0135,0.0205
91,11,0.03,relational,0,graph,graph,0.2606,0,1,0.0285,0.9453,0.0037,0.0225
92,11,0.03,relational,1,graph,graph,0.4359,1,1,0.0271,0.8994,0.0372,0.0363
93,11,0.03,feature,0,mlp,attention_v2,0.2502,1,0,0.0477,0.0106,0.0000,0.9417
94,11,0.03,relational,1,graph,graph,0.3796,0,1,0.0513,0.9076,0.0021,0.0390
95,11,0.03,relational,1,graph,graph,0.2548,1,1,0.0261,0.9474,0.0046,0.0219
96,11,0.03,contextual,0,attention_v2,attention_v2,0.1934,1,1,0.0264,0.0129,0.0003,0.9604
97,11,0.03,feature,1,mlp,attention_v2,0.0828,1,0,0.0095,0.0011,0.0030,0.9864
98,11,0.03,relational,0,graph,graph,0.1730,0,1,0.0129,0.9687,0.0077,0.0108
99,11,0.03,contextual,1,attention_v2,attention_v2,0.3323,1,1,0.0401,0.0271,0.0069,0.9259
100,11,0.03,feature,1,mlp,attention_v2,0.0847,1,0,0.0097,0.0012,0.0031,0.9860
101,11,0.03,relational,0,graph,graph,0.1780,1,1,0.0140,0.9675,0.0070,0.0116
102,11,0.03,feature,1,mlp,graph,0.2846,1,0,0.0589,0.9313,0.0066,0.0032
103,11,0.03,feature,0,mlp,attention,0.1104,1,0,0.0030,0.0168,0.9796,0.0005
104,11,0.03,relational,1,graph,graph,0.5472,0,1,0.0481,0.8604,0.0245,0.0670
105,11,0.03,feature,0,mlp,attention,0.1119,1,0,0.0030,0.0173,0.9792,0.0005
106,11,0.03,feature,1,mlp,graph,0.2808,1,0,0.0585,0.9322,0.0060,0.0032
107,11,0.03,contextual,1,attention_v2,attention_v2,0.0824,1,1,0.0119,0.0024,0.0001,0.9856
108,11,0.03,contextual,0,attention_v2,attention_v2,0.0760,1,1,0.0112,0.0019,0.0001,0.9868
109,11,0.03,feature,1,mlp,graph,0.2890,1,0,0.0602,0.9299,0.0065,0.0034
110,11,0.03,relational,0,graph,graph,0.1346,1,1,0.0176,0.9750,0.0007,0.0068
111,11,0.03,feature,1,mlp,graph,0.2912,1,0,0.0604,0.9293,0.0068,0.0034
112,11,0.03,feature,0,mlp,attention_v2,0.2495,1,0,0.0476,0.0105,0.0000,0.9419
113,11,0.03,contextual,1,attention_v2,attention_v2,0.3571,1,1,0.0460,0.0366,0.0022,0.9152
114,11,0.03,contextual,1,attention_v2,attention_v2,0.2074,1,1,0.0264,0.0163,0.0003,0.9570
115,11,0.03,contextual,0,attention_v2,attention_v2,0.2800,1,1,0.0315,0.0256,0.0032,0.9396
116,11,0.03,feature,1,mlp,graph,0.2649,1,0,0.0526,0.9379,0.0067,0.0027
117,11,0.03,contextual,0,attention_v2,attention_v2,0.4304,1,1,0.0495,0.0551,0.0035,0.8919
118,11,0.03,relational,0,graph,graph,0.1443,1,1,0.0135,0.9743,0.0033,0.0089
119,11,0.03,contextual,1,attention_v2,attention_v2,0.6169,1,1,0.0726,0.1081,0.0035,0.8158
120,11,0.03,contextual,1,attention_v2,attention_v2,0.6842,1,1,0.0942,0.1236,0.0015,0.7806
121,11,0.03,feature,1,mlp,graph,0.2597,1,0,0.0516,0.9394,0.0063,0.0027
122,11,0.03,relational,0,graph,graph,0.1035,1,1,0.0097,0.9827,0.0021,0.0055
123,11,0.03,contextual,1,attention_v2,attention_v2,0.2711,1,1,0.0347,0.0238,0.0012,0.9404
124,11,0.03,contextual,0,attention_v2,attention_v2,0.4555,1,1,0.0561,0.0605,0.0021,0.8813
125,11,0.03,feature,1,mlp,graph,0.2699,1,0,0.0547,0.9361,0.0064,0.0029
126,11,0.03,relational,1,graph,graph,0.2014,1,1,0.0251,0.9595,0.0016,0.0137
127,11,0.03,relational,1,graph,graph,0.1560,0,1,0.0138,0.9720,0.0042,0.0100
128,11,0.03,feature,0,mlp,attention_v2,0.2495,1,0,0.0474,0.0106,0.0000,0.9419
129,11,0.03,feature,0,mlp,attention_v2,0.2416,1,0,0.0456,0.0101,0.0000,0.9443
130,11,0.03,feature,1,mlp,graph,0.2791,1,0,0.0572,0.9331,0.0067,0.0029
131,11,0.03,contextual,0,attention_v2,attention_v2,0.4098,1,1,0.0526,0.0499,0.0011,0.8964
132,11,0.03,feature,1,mlp,graph,0.2817,1,0,0.0561,0.9330,0.0081,0.0028
133,11,0.03,contextual,0,attention_v2,attention_v2,0.0448,0,1,0.0059,0.0006,0.0004,0.9931
134,11,0.03,feature,0,mlp,attention_v2,0.2678,1,0,0.0513,0.0121,0.0000,0.9365
135,11,0.03,feature,0,mlp,attention_v2,0.2507,1,0,0.0477,0.0107,0.0000,0.9416
136,11,0.03,relational,1,graph,graph,0.2443,0,1,0.0185,0.9520,0.0111,0.0184
137,11,0.03,contextual,0,attention_v2,attention_v2,0.1744,1,1,0.0239,0.0104,0.0005,0.9652
138,11,0.03,contextual,1,attention_v2,attention_v2,0.1918,1,1,0.0276,0.0103,0.0010,0.9610
139,11,0.03,relational,1,graph,graph,0.4137,1,1,0.0713,0.8923,0.0006,0.0359
140,11,0.03,relational,1,graph,graph,0.1932,1,1,0.0230,0.9617,0.0016,0.0137
141,11,0.03,contextual,0,attention_v2,attention_v2,0.1239,1,1,0.0161,0.0059,0.0007,0.9774
142,11,0.03,relational,0,graph,graph,0.1150,0,1,0.0074,0.9810,0.0062,0.0054
143,11,0.03,feature,0,mlp,attention_v2,0.2503,1,0,0.0478,0.0105,0.0000,0.9416
144,11,0.03,contextual,1,attention_v2,attention_v2,0.5177,1,1,0.0622,0.0777,0.0025,0.8576
145,11,0.03,contextual,1,attention_v2,attention_v2,0.6399,1,1,0.0571,0.1235,0.0102,0.8092
146,11,0.03,contextual,0,attention_v2,attention_v2,0.5016,1,1,0.0552,0.0667,0.0083,0.8698
147,11,0.03,contextual,1,attention_v2,attention_v2,0.4225,1,1,0.0468,0.0599,0.0013,0.8920
148,11,0.03,contextual,0,attention_v2,attention_v2,0.1439,1,1,0.0194,0.0080,0.0002,0.9725
149,11,0.03,contextual,1,attention_v2,attention_v2,0.2048,1,1,0.0267,0.0153,0.0003,0.9577
150,11,0.03,relational,1,graph,graph,0.1727,1,1,0.0170,0.9678,0.0036,0.0116
151,11,0.03,feature,0,mlp,attention,0.1174,1,0,0.0032,0.0182,0.9780,0.0005
152,11,0.03,relational,0,graph,graph,0.2183,1,1,0.0133,0.9585,0.0148,0.0134
153,11,0.03,contextual,1,attention_v2,attention_v2,0.2494,1,1,0.0304,0.0212,0.0015,0.9469
154,11,0.03,feature,0,mlp,attention_v2,0.2383,1,0,0.0451,0.0097,0.0000,0.9452
155,11,0.03,relational,1,graph,graph,0.0945,1,1,0.0119,0.9837,0.0006,0.0038
156,11,0.03,relational,0,graph,graph,0.1358,1,1,0.0142,0.9757,0.0020,0.0081
157,11,0.03,relational,0,graph,graph,0.4077,1,1,0.0496,0.9003,0.0041,0.0461
158,11,0.03,contextual,1,attention_v2,attention_v2,0.1546,1,1,0.0207,0.0087,0.0005,0.9701
159,11,0.03,contextual,0,attention_v2,attention_v2,0.1694,1,1,0.0202,0.0101,0.0020,0.9677
160,11,0.03,relational,0,graph,graph,0.1325,1,1,0.0127,0.9768,0.0028,0.0077
161,11,0.03,contextual,0,attention_v2,attention_v2,0.1032,1,1,0.0150,0.0037,0.0001,0.9812
162,11,0.03,feature,1,mlp,attention_v2,0.0882,1,0,0.0103,0.0013,0.0031,0.9853
163,11,0.03,feature,0,mlp,attention,0.1191,1,0,0.0032,0.0186,0.9776,0.0006
164,11,0.03,feature,1,mlp,graph,0.2773,1,0,0.0567,0.9337,0.0065,0.0031
165,11,0.03,feature,1,mlp,attention_v2,0.0811,1,0,0.0094,0.0011,0.0028,0.9867
166,11,0.03,feature,0,mlp,attention_v2,0.2352,1,0,0.0444,0.0095,0.0000,0.9461
167,11,0.03,relational,0,graph,graph,0.0646,1,1,0.0054,0.9902,0.0020,0.0023
168,11,0.03,feature,0,mlp,attention_v2,0.2431,1,0,0.0464,0.0099,0.0000,0.9437
169,11,0.03,feature,1,mlp,attention_v2,0.0899,1,0,0.0101,0.0013,0.0036,0.9851
170,11,0.03,relational,1,graph,graph,0.6231,1,1,0.0291,0.8312,0.0891,0.0506
171,11,0.03,feature,0,mlp,attention_v2,0.2665,1,0,0.0507,0.0122,0.0000,0.9370
172,11,0.03,feature,0,mlp,attention,0.1130,1,0,0.0031,0.0174,0.9790,0.0005
173,11,0.03,contextual,0,attention_v2,attention_v2,0.1087,1,1,0.0149,0.0032,0.0013,0.9806
174,11,0.03,contextual,1,attention_v2,attention_v2,0.1744,1,1,0.0247,0.0085,0.0013,0.9655
175,11,0.03,relational,0,graph,graph,0.7321,1,1,0.0670,0.7838,0.0309,0.1183
176,11,0.03,feature,1,mlp,attention_v2,0.0828,1,0,0.0095,0.0011,0.0030,0.9864
177,11,0.03,contextual,0,attention_v2,attention_v2,0.4397,1,1,0.0601,0.0522,0.0014,0.8862
178,11,0.03,relational,0,graph,graph,0.1989,1,1,0.0207,0.9613,0.0033,0.0147
179,11,0.03,relational,0,graph,graph,0.1878,1,1,0.0209,0.9636,0.0023,0.0132
180,11,0.03,relational,0,graph,graph,0.1501,1,1,0.0134,0.9732,0.0038,0.0095
181,11,0.03,contextual,0,attention_v2,attention_v2,0.6263,1,1,0.0810,0.1075,0.0019,0.8096
182,11,0.03,feature,1,mlp,attention_v2,0.0839,1,0,0.0095,0.0011,0.0032,0.9862
183,11,0.03,feature,0,mlp,attention_v2,0.2411,1,0,0.0455,0.0100,0.0000,0.9444
184,11,0.03,feature,0,mlp,attention_v2,0.2429,1,0,0.0463,0.0099,0.0000,0.9438
185,11,0.03,feature,1,mlp,attention_v2,0.0829,1,0,0.0093,0.0011,0.0032,0.9864
186,11,0.03,feature,0,mlp,attention_v2,0.2497,1,0,0.0475,0.0106,0.0000,0.9419
187,11,0.03,relational,0,graph,graph,0.2811,1,1,0.0302,0.9400,0.0043,0.0255
188,11,0.03,feature,1,mlp,attention_v2,0.0812,1,0,0.0090,0.0011,0.0032,0.9867
189,11,0.03,feature,1,mlp,attention_v2,0.0840,1,0,0.0096,0.0012,0.0030,0.9862
190,11,0.03,feature,0,mlp,attention_v2,0.2507,1,0,0.0477,0.0107,0.0000,0.9416
191,11,0.03,feature,1,mlp,attention_v2,0.0853,1,0,0.0096,0.0013,0.0032,0.9859
192,11,0.03,contextual,0,attention_v2,attention_v2,0.1883,1,1,0.0300,0.0082,0.0008,0.9610
193,11,0.03,contextual,0,attention_v2,attention_v2,0.1401,1,1,0.0188,0.0079,0.0001,0.9732
194,11,0.03,feature,0,mlp,attention,0.1161,1,0,0.0032,0.0180,0.9783,0.0005
195,11,0.03,feature,0,mlp,attention,0.1098,1,0,0.0030,0.0168,0.9797,0.0005
196,11,0.03,feature,1,mlp,graph,0.2847,1,0,0.0583,0.9315,0.0070,0.0031
197,11,0.03,contextual,0,attention_v2,attention_v2,0.1771,1,1,0.0215,0.0115,0.0014,0.9656
198,11,0.03,relational,0,graph,graph,0.1218,0,1,0.0134,0.9785,0.0014,0.0067
199,11,0.03,feature,1,mlp,graph,0.2763,1,0,0.0569,0.9338,0.0062,0.0031
200,11,0.03,feature,0,mlp,attention,0.1080,1,0,0.0030,0.0164,0.9802,0.0005
201,11,0.03,contextual,0,attention_v2,attention_v2,0.2857,1,1,0.0330,0.0268,0.0027,0.9376
202,11,0.03,contextual,1,attention_v2,attention_v2,0.0982,1,1,0.0143,0.0032,0.0002,0.9823
203,11,0.03,relational,1,graph,graph,0.1490,1,1,0.0088,0.9740,0.0095,0.0076
204,11,0.03,contextual,0,attention_v2,attention_v2,0.6200,1,1,0.0774,0.1048,0.0032,0.8146
205,11,0.03,contextual,1,attention_v2,attention_v2,0.1749,1,1,0.0243,0.0107,0.0002,0.9648
206,11,0.03,relational,0,graph,graph,0.3972,0,1,0.0201,0.9102,0.0411,0.0286
207,11,0.03,contextual,0,attention_v2,attention_v2,0.2830,1,1,0.0333,0.0271,0.0019,0.9377
208,11,0.03,contextual,0,attention_v2,attention_v2,0.0779,1,1,0.0103,0.0024,0.0004,0.9869
209,11,0.03,relational,1,graph,graph,0.1647,1,1,0.0158,0.9697,0.0035,0.0110
210,11,0.03,relational,1,graph,graph,0.4201,1,1,0.0214,0.9029,0.0472,0.0285
211,11,0.03,contextual,1,attention_v2,attention_v2,0.1650,1,1,0.0227,0.0098,0.0002,0.9673
212,11,0.03,contextual,1,attention_v2,attention_v2,0.2776,1,1,0.0276,0.0145,0.0147,0.9432
213,11,0.03,contextual,0,attention_v2,attention_v2,0.2305,1,1,0.0325,0.0168,0.0003,0.9505
214,11,0.03,relational,0,graph,graph,0.3686,1,1,0.0348,0.9169,0.0110,0.0373
215,11,0.03,feature,0,mlp,attention_v2,0.2489,1,0,0.0476,0.0104,0.0000,0.9420
216,11,0.03,contextual,1,attention_v2,attention_v2,0.4007,1,1,0.0516,0.0475,0.0012,0.8997
217,11,0.03,feature,0,mlp,attention,0.1184,1,0,0.0033,0.0183,0.9778,0.0006
218,11,0.03,feature,0,mlp,attention,0.1154,1,0,0.0031,0.0178,0.9785,0.0006
219,11,0.03,feature,1,mlp,attention_v2,0.0811,1,0,0.0092,0.0011,0.0030,0.9867
220,11,0.03,feature,0,mlp,attention_v2,0.2424,1,0,0.0459,0.0100,0.0000,0.9440
221,11,0.03,feature,0,mlp,attention_v2,0.2595,1,0,0.0496,0.0114,0.0000,0.9390
222,11,0.03,contextual,0,attention_v2,attention_v2,0.1899,1,1,0.0247,0.0133,0.0004,0.9616
223,11,0.03,relational,0,graph,graph,0.3012,1,1,0.0270,0.9362,0.0090,0.0277
224,11,0.03,relational,0,graph,graph,0.3770,0,1,0.0225,0.9168,0.0313,0.0294
225,11,0.03,feature,0,mlp,attention,0.1123,1,0,0.0031,0.0171,0.9792,0.0005
226,11,0.03,relational,1,graph,graph,0.3956,1,1,0.0219,0.9111,0.0376,0.0294
227,11,0.03,contextual,1,attention_v2,attention_v2,0.4530,1,1,0.0525,0.0626,0.0024,0.8825
228,11,0.03,contextual,1,attention_v2,attention_v2,0.7654,1,1,0.0967,0.1615,0.0037,0.7381
229,11,0.03,feature,0,mlp,attention,0.1151,1,0,0.0032,0.0178,0.9785,0.0005
230,11,0.03,relational,1,graph,graph,0.1112,1,1,0.0118,0.9809,0.0015,0.0059
231,11,0.03,relational,0,graph,graph,0.1323,0,1,0.0137,0.9765,0.0019,0.0079
232,11,0.03,relational,0,graph,graph,0.1082,1,1,0.0122,0.9812,0.0011,0.0054
233,11,0.03,relational,0,graph,graph,0.2624,1,1,0.0246,0.9460,0.0060,0.0234
234,11,0.03,feature,0,mlp,attention_v2,0.2539,1,0,0.0483,0.0110,0.0000,0.9407
235,11,0.03,relational,1,graph,graph,0.4474,1,1,0.0251,0.8952,0.0458,0.0339
236,11,0.03,feature,1,mlp,attention_v2,0.0885,1,0,0.0099,0.0013,0.0035,0.9853
237,11,0.03,contextual,1,attention_v2,attention_v2,0.1933,1,1,0.0230,0.0144,0.0011,0.9615
238,11,0.03,feature,1,mlp,attention_v2,0.0803,1,0,0.0092,0.0011,0.0029,0.9869
239,11,0.03,relational,1,graph,graph,0.2913,0,1,0.0313,0.9371,0.0045,0.0271
240,11,0.03,feature,0,mlp,attention_v2,0.2537,1,0,0.0483,0.0110,0.0000,0.9407
241,11,0.03,feature,1,mlp,graph,0.2785,1,0,0.0578,0.9330,0.0062,0.0030
242,11,0.03,feature,1,mlp,graph,0.2827,1,0,0.0575,0.9323,0.0072,0.0030
243,11,0.03,contextual,0,attention_v2,attention_v2,0.2012,1,1,0.0279,0.0129,0.0006,0.9586
244,11,0.03,feature,1,mlp,graph,0.2762,1,0,0.0563,0.9341,0.0065,0.0030
245,11,0.03,contextual,1,attention_v2,attention_v2,0.1397,1,1,0.0199,0.0068,0.0002,0.9732
246,11,0.03,feature,0,mlp,attention,0.1102,1,0,0.0031,0.0166,0.9797,0.0005
247,11,0.03,contextual,0,attention_v2,attention_v2,0.4365,1,1,0.0482,0.0606,0.0026,0.8886
248,11,0.03,relational,0,graph,graph,0.3432,1,1,0.0300,0.9253,0.0134,0.0313
249,11,0.03,feature,0,mlp,attention_v2,0.2349,1,0,0.0443,0.0095,0.0000,0.9462
250,11,0.03,contextual,0,attention_v2,attention_v2,0.4658,1,1,0.0523,0.0643,0.0040,0.8794
251,11,0.03,contextual,1,attention_v2,graph,1.2189,0,0,0.1007,0.4836,0.1495,0.2663
252,11,0.03,relational,1,graph,graph,0.2172,0,1,0.0278,0.9552,0.0013,0.0157
253,11,0.03,contextual,1,attention_v2,attention_v2,0.4526,1,1,0.0511,0.0502,0.0099,0.8888
254,11,0.03,relational,0,graph,graph,0.1339,0,1,0.0121,0.9766,0.0033,0.0080
255,11,0.03,feature,0,mlp,attention,0.1147,1,0,0.0031,0.0178,0.9786,0.0005
256,11,0.03,feature,1,mlp,graph,0.2917,1,0,0.0607,0.9291,0.0066,0.0036
257,11,0.03,contextual,0,attention_v2,attention_v2,0.2074,1,1,0.0288,0.0144,0.0002,0.9566
258,11,0.03,relational,0,graph,graph,0.1512,0,1,0.0197,0.9712,0.0008,0.0083
259,11,0.03,feature,1,mlp,graph,0.2823,1,0,0.0583,0.9320,0.0065,0.0032
260,11,0.03,relational,1,graph,graph,0.2281,1,1,0.0314,0.9518,0.0009,0.0159
261,11,0.03,feature,1,mlp,graph,0.2804,1,0,0.0570,0.9329,0.0070,0.0030
262,11,0.03,feature,0,mlp,attention_v2,0.2448,1,0,0.0464,0.0102,0.0000,0.9433
263,11,0.03,relational,1,graph,graph,0.1683,1,1,0.0172,0.9685,0.0027,0.0116
264,11,0.03,relational,0,graph,graph,0.2122,1,1,0.0215,0.9584,0.0041,0.0160
265,11,0.03,contextual,1,attention_v2,attention_v2,0.2128,1,1,0.0282,0.0157,0.0005,0.9556
266,11,0.03,feature,1,mlp,attention_v2,0.0809,1,0,0.0092,0.0011,0.0029,0.9868
267,11,0.03,feature,1,mlp,attention_v2,0.0818,1,0,0.0094,0.0011,0.0030,0.9866
268,11,0.03,feature,0,mlp,attention,0.1054,1,0,0.0029,0.0158,0.9808,0.0005
269,11,0.03,feature,1,mlp,graph,0.2819,1,0,0.0585,0.9320,0.0062,0.0032
270,11,0.03,relational,1,graph,graph,0.1141,1,1,0.0080,0.9811,0.0055,0.0054
271,11,0.03,contextual,1,attention_v2,attention_v2,0.1053,1,1,0.0145,0.0033,0.0009,0.9812
272,11,0.03,contextual,0,attention_v2,attention_v2,0.0712,1,1,0.0107,0.0015,0.0000,0.9877
273,11,0.03,contextual,0,attention_v2,attention_v2,0.3665,1,1,0.0447,0.0423,0.0014,0.9115
274,11,0.03,contextual,0,attention_v2,attention_v2,0.4096,1,1,0.0397,0.0476,0.0096,0.9031
275,11,0.03,contextual,1,attention_v2,attention_v2,0.0732,1,1,0.0098,0.0020,0.0004,0.9878
276,11,0.03,contextual,0,attention_v2,attention_v2,0.0850,1,1,0.0096,0.0014,0.0029,0.9860
277,11,0.03,feature,1,mlp,attention_v2,0.0845,1,0,0.0096,0.0011,0.0032,0.9861
278,11,0.03,relational,1,graph,graph,0.2611,1,1,0.0135,0.9477,0.0240,0.0148
279,11,0.03,contextual,0,attention_v2,attention_v2,0.2894,1,1,0.0387,0.0264,0.0006,0.9343
280,11,0.03,feature,0,mlp,attention_v2,0.2421,1,0,0.0458,0.0101,0.0000,0.9441
281,11,0.03,relational,0,graph,graph,0.1830,1,1,0.0194,0.9650,0.0028,0.0128
282,11,0.03,feature,1,mlp,graph,0.2745,1,0,0.0559,0.9346,0.0065,0.0030
283,11,0.03,relational,0,graph,graph,0.0827,1,1,0.0089,0.9865,0.0011,0.0036
284,11,0.03,contextual,1,attention_v2,attention_v2,0.2149,1,1,0.0302,0.0147,0.0004,0.9547
285,11,0.03,feature,1,mlp,attention_v2,0.0850,1,0,0.0097,0.0012,0.0031,0.9860
286,11,0.03,feature,0,mlp,attention,0.1071,1,0,0.0029,0.0162,0.9804,0.0005
287,11,0.03,relational,1,graph,graph,0.1446,1,1,0.0116,0.9747,0.0055,0.0082
288,11,0.03,feature,0,mlp,attention,0.1126,1,0,0.0031,0.0173,0.9791,0.0005
289,11,0.03,contextual,1,attention_v2,attention_v2,0.4778,1,1,0.0520,0.0714,0.0031,0.8736
290,11,0.03,contextual,1,attention_v2,attention_v2,1.0095,1,1,0.1325,0.3772,0.0043,0.4860
291,11,0.03,contextual,0,attention_v2,attention_v2,0.2431,1,1,0.0351,0.0169,0.0007,0.9472
292,11,0.03,contextual,1,attention_v2,attention_v2,0.1148,1,1,0.0140,0.0034,0.0026,0.9799
293,11,0.03,relational,0,graph,graph,0.3884,1,1,0.0414,0.9091,0.0076,0.0419
