sample_id,seed,task_family,target,oracle_expert,random_expert,learned_expert,learned_entropy,mlp_pred,graph_pred,attention_v1_pred,attention_v2_pred,learned_pred,oracle_pred,is_correct,route_matches_oracle
318,11,relational,1,graph,attention,graph,1.0862,1,1,1,0,1,1,1,1
319,11,contextual,0,attention_v2,mlp,attention_v2,0.6475,1,0,1,0,0,0,1,1
320,11,feature,0,mlp,attention_v2,attention_v2,0.7709,0,1,1,0,0,0,1,0
321,11,feature,0,mlp,mlp,attention_v2,0.7805,0,1,1,0,0,0,1,0
322,11,relational,1,graph,mlp,graph,0.8772,1,1,1,0,1,1,1,1
323,11,contextual,0,attention_v2,attention_v2,attention_v2,1.2712,1,0,0,0,0,0,1,1
324,11,feature,1,mlp,mlp,mlp,0.7328,1,1,1,0,1,1,1,1
325,11,relational,0,graph,mlp,graph,0.7169,1,1,1,1,1,1,0,1
326,11,relational,1,graph,mlp,graph,0.8744,1,1,1,1,1,1,1,1
327,11,contextual,0,attention_v2,attention_v2,attention_v2,0.8032,1,0,0,0,0,0,1,1
328,11,contextual,0,attention_v2,attention_v2,attention_v2,0.4196,1,0,1,0,0,0,1,1
329,11,feature,1,mlp,mlp,attention_v2,0.4538,1,1,1,1,1,1,1,0
330,11,contextual,0,attention_v2,graph,attention_v2,0.6269,1,1,1,0,0,0,1,1
331,11,feature,0,mlp,graph,attention_v2,0.7824,0,1,1,0,0,0,1,0
332,11,relational,0,graph,graph,graph,1.0450,1,1,1,0,1,1,0,1
333,11,relational,1,graph,mlp,graph,1.0965,1,1,1,0,1,1,1,1
334,11,relational,1,graph,attention,mlp,1.1375,1,1,1,0,1,1,1,0
335,11,relational,1,graph,graph,graph,1.2554,1,0,1,0,0,0,0,1
336,11,relational,1,graph,mlp,graph,0.8470,1,1,1,0,1,1,1,1
337,11,contextual,1,attention_v2,attention_v2,attention_v2,0.6147,0,0,0,1,1,1,1,1
338,11,feature,1,mlp,graph,mlp,0.7360,1,1,1,0,1,1,1,1
339,11,contextual,0,attention_v2,mlp,attention_v2,0.9662,1,0,1,0,0,0,1,1
340,11,contextual,1,attention_v2,mlp,attention_v2,1.0027,1,0,0,1,1,1,1,1
341,11,feature,1,mlp,graph,mlp,0.7322,1,1,1,0,1,1,1,1
342,11,relational,1,graph,mlp,graph,1.2948,1,1,0,1,1,1,1,1
343,11,relational,1,graph,attention_v2,graph,1.2177,1,0,1,0,0,0,0,1
344,11,contextual,0,attention_v2,graph,attention_v2,0.7855,1,0,1,0,0,0,1,1
345,11,feature,0,mlp,attention,attention_v2,0.7790,0,1,1,0,0,0,1,0
346,11,relational,0,graph,attention,graph,1.0072,1,0,0,0,0,0,1,1
347,11,contextual,1,attention_v2,attention_v2,attention_v2,0.9565,1,0,1,1,1,1,1,1
348,11,feature,0,mlp,mlp,attention,1.0025,0,1,0,1,0,0,1,0
349,11,relational,1,graph,attention,graph,0.9680,1,1,1,0,1,1,1,1
350,11,contextual,0,attention_v2,attention,attention_v2,0.6024,1,0,1,0,0,0,1,1
351,11,relational,0,graph,attention,graph,0.7369,1,0,1,1,0,0,1,1
352,11,contextual,0,attention_v2,mlp,attention_v2,0.8126,1,0,0,0,0,0,1,1
353,11,relational,1,graph,mlp,graph,1.1253,1,0,1,1,0,0,0,1
354,11,relational,1,graph,graph,graph,1.0988,1,1,1,0,1,1,1,1
355,11,contextual,0,attention_v2,graph,attention_v2,0.4771,1,0,1,0,0,0,1,1
356,11,feature,1,mlp,attention_v2,attention_v2,0.4769,1,1,1,1,1,1,1,0
357,11,contextual,0,attention_v2,attention_v2,attention_v2,0.7679,1,1,0,0,0,0,1,1
358,11,contextual,0,attention_v2,mlp,attention_v2,0.8089,1,0,1,0,0,0,1,1
359,11,feature,0,mlp,attention_v2,attention_v2,0.7702,0,1,1,0,0,0,1,0
360,11,feature,0,mlp,attention_v2,attention_v2,0.7677,0,1,1,0,0,0,1,0
361,11,feature,0,mlp,attention_v2,attention,1.0007,0,1,0,1,0,0,1,0
362,11,contextual,1,attention_v2,graph,attention_v2,0.7276,1,0,0,1,1,1,1,1
363,11,contextual,1,attention_v2,attention_v2,attention_v2,0.8932,1,0,0,1,1,1,1,1
364,11,relational,1,graph,mlp,graph,0.9208,1,1,1,0,1,1,1,1
365,11,relational,1,graph,attention,graph,1.0005,1,1,1,1,1,1,1,1
366,11,contextual,1,attention_v2,graph,attention_v2,0.6860,1,0,0,1,1,1,1,1
367,11,feature,1,mlp,attention_v2,mlp,0.7425,1,1,1,0,1,1,1,1
368,11,relational,1,graph,mlp,graph,1.1130,0,1,0,1,1,1,1,1
369,11,relational,1,graph,attention_v2,graph,1.2481,1,0,1,1,0,0,0,1
370,11,feature,1,mlp,attention_v2,attention_v2,0.4700,1,1,0,1,1,1,1,0
371,11,relational,1,graph,attention_v2,graph,1.1913,1,0,1,0,0,0,0,1
372,11,contextual,0,attention_v2,attention,attention_v2,0.4918,1,0,1,0,0,0,1,1
373,11,contextual,0,attention_v2,mlp,attention_v2,1.0644,1,0,1,0,0,0,1,1
374,11,contextual,1,attention_v2,graph,attention_v2,0.9291,1,1,0,1,1,1,1,1
375,11,contextual,1,attention_v2,attention,attention_v2,0.4968,1,0,0,1,1,1,1,1
376,11,feature,1,mlp,attention,attention_v2,0.4815,1,1,1,1,1,1,1,0
377,11,relational,0,graph,attention_v2,graph,1.1391,1,0,1,1,0,0,1,1
378,11,relational,1,graph,mlp,graph,1.1833,1,1,0,0,1,1,1,1
379,11,contextual,0,attention_v2,mlp,attention_v2,0.7944,1,0,1,0,0,0,1,1
380,11,contextual,0,attention_v2,attention,attention_v2,0.9373,1,0,1,0,0,0,1,1
381,11,relational,1,graph,attention,graph,0.9492,1,1,1,0,1,1,1,1
382,11,contextual,0,attention_v2,graph,attention_v2,0.9478,1,0,1,0,0,0,1,1
383,11,relational,1,graph,attention_v2,graph,1.0394,1,0,0,1,0,0,0,1
384,11,relational,1,graph,attention,graph,1.0585,1,0,0,1,0,0,0,1
385,11,contextual,0,attention_v2,attention,attention_v2,0.9003,1,0,1,0,0,0,1,1
386,11,feature,0,mlp,mlp,attention_v2,0.7718,0,1,1,0,0,0,1,0
387,11,contextual,1,attention_v2,attention_v2,attention_v2,0.5080,0,0,1,1,1,1,1,1
388,11,relational,1,graph,attention,graph,0.9018,1,1,1,1,1,1,1,1
389,11,contextual,1,attention_v2,attention,attention_v2,0.5999,1,0,1,1,1,1,1,1
390,11,relational,1,graph,attention,graph,1.2554,1,1,0,1,1,1,1,1
391,11,feature,1,mlp,attention_v2,mlp,0.7390,1,1,1,0,1,1,1,1
392,11,relational,0,graph,attention_v2,graph,1.1674,1,0,1,0,0,0,1,1
393,11,contextual,1,attention_v2,graph,attention_v2,1.1996,1,0,0,1,1,1,1,1
394,11,contextual,1,attention_v2,graph,attention_v2,0.7025,1,1,1,1,1,1,1,1
395,11,contextual,0,attention_v2,graph,attention_v2,0.4038,1,0,1,0,0,0,1,1
396,11,feature,1,mlp,graph,mlp,0.7298,1,1,1,0,1,1,1,1
397,11,feature,1,mlp,mlp,attention_v2,0.4794,1,1,0,1,1,1,1,0
398,11,relational,0,graph,graph,graph,0.4653,1,0,1,1,0,0,1,1
399,11,contextual,1,attention_v2,attention_v2,attention_v2,1.0626,1,0,0,1,1,1,1,1
400,11,feature,1,mlp,attention_v2,attention_v2,0.4820,1,1,0,1,1,1,1,0
401,11,relational,0,graph,mlp,graph,1.0873,1,0,1,1,0,0,1,1
402,11,contextual,0,attention_v2,attention_v2,attention_v2,0.5793,1,1,1,0,0,0,1,1
403,11,relational,1,graph,attention,graph,0.8410,1,1,1,0,1,1,1,1
404,11,feature,0,mlp,graph,attention,1.0093,0,1,0,1,0,0,1,0
405,11,contextual,0,attention_v2,mlp,attention_v2,0.7618,1,0,1,0,0,0,1,1
406,11,feature,1,mlp,attention_v2,attention_v2,0.4725,1,1,0,1,1,1,1,0
407,11,feature,1,mlp,attention_v2,mlp,0.7516,1,1,1,0,1,1,1,1
408,11,feature,0,mlp,graph,attention,1.0130,0,1,0,1,0,0,1,0
409,11,relational,1,graph,mlp,graph,1.0287,0,1,0,1,1,1,1,1
410,11,relational,1,graph,mlp,graph,1.1824,1,1,0,1,1,1,1,1
411,11,relational,1,graph,mlp,graph,1.1626,1,0,0,1,0,0,0,1
412,11,relational,1,graph,attention,graph,1.3134,1,1,0,1,1,1,1,1
413,11,feature,1,mlp,attention_v2,mlp,0.7427,1,1,1,0,1,1,1,1
414,11,feature,1,mlp,attention,attention_v2,0.4699,1,1,1,1,1,1,1,0
415,11,relational,1,graph,mlp,graph,0.9774,1,1,1,0,1,1,1,1
416,11,relational,1,graph,attention,graph,1.2018,1,0,0,1,0,0,0,1
417,11,feature,1,mlp,mlp,attention_v2,0.4678,1,1,1,1,1,1,1,0
418,11,feature,0,mlp,attention_v2,attention_v2,0.7629,0,1,1,0,0,0,1,0
419,11,relational,1,graph,attention_v2,graph,1.2045,1,0,1,0,0,0,0,1
420,11,relational,0,graph,mlp,graph,1.0278,1,0,1,0,0,0,1,1
421,11,feature,1,mlp,mlp,attention_v2,0.4733,1,1,0,1,1,1,1,0
422,11,contextual,0,attention_v2,attention,attention_v2,0.6344,1,0,1,0,0,0,1,1
423,11,relational,0,graph,graph,graph,0.8987,1,1,1,1,1,1,0,1
424,11,contextual,1,attention_v2,attention,attention_v2,0.6537,1,0,0,1,1,1,1,1
425,11,feature,1,mlp,graph,mlp,0.7382,1,1,1,0,1,1,1,1
426,11,feature,0,mlp,mlp,attention,1.0007,0,1,0,1,0,0,1,0
427,11,feature,1,mlp,attention,attention_v2,0.4724,1,1,0,1,1,1,1,0
428,11,feature,1,mlp,mlp,attention_v2,0.4556,1,1,0,1,1,1,1,0
429,11,feature,1,mlp,attention_v2,mlp,0.7286,1,1,1,0,1,1,1,1
430,11,relational,0,graph,attention_v2,graph,0.6295,1,0,1,0,0,0,1,1
431,11,feature,0,mlp,attention_v2,attention,1.0164,0,1,0,1,0,0,1,0
432,11,contextual,1,attention_v2,mlp,attention_v2,0.7206,1,0,0,1,1,1,1,1
433,11,relational,0,graph,graph,graph,0.8639,1,1,1,1,1,1,0,1
434,11,relational,1,graph,mlp,graph,1.1436,1,0,1,0,0,0,0,1
435,11,relational,1,graph,attention,graph,0.8125,0,1,0,1,1,1,1,1
436,11,relational,0,graph,graph,graph,0.9895,1,1,1,0,1,1,0,1
437,11,relational,1,graph,attention,graph,0.9267,1,1,1,1,1,1,1,1
438,11,contextual,1,attention_v2,attention_v2,attention_v2,0.4930,1,0,1,1,1,1,1,1
439,11,feature,1,mlp,attention_v2,mlp,0.7291,1,1,1,0,1,1,1,1
440,11,relational,0,graph,graph,graph,1.2140,1,0,1,0,0,0,1,1
441,11,relational,1,graph,attention,graph,1.3619,1,1,0,0,1,1,1,1
442,11,feature,1,mlp,graph,mlp,0.7267,1,1,1,0,1,1,1,1
443,11,feature,1,mlp,graph,attention_v2,0.4757,1,1,0,1,1,1,1,0
444,11,relational,0,graph,mlp,graph,1.2049,1,0,1,0,0,0,1,1
445,11,relational,0,graph,attention,graph,0.6706,1,0,0,0,0,0,1,1
446,11,contextual,0,attention_v2,graph,attention_v2,0.5988,1,0,1,0,0,0,1,1
447,11,feature,0,mlp,attention,attention,1.0188,0,1,0,1,0,0,1,0
448,11,feature,0,mlp,mlp,attention_v2,0.7707,0,1,1,0,0,0,1,0
449,11,relational,1,graph,attention_v2,graph,1.0095,1,1,0,1,1,1,1,1
450,11,relational,0,graph,attention_v2,graph,1.1265,1,0,1,0,0,0,1,1
451,11,feature,0,mlp,attention_v2,attention,1.0113,0,1,0,1,0,0,1,0
452,11,relational,0,graph,graph,graph,1.0261,1,0,1,0,0,0,1,1
453,11,contextual,1,attention_v2,attention_v2,attention_v2,1.1705,1,0,1,1,1,1,1,1
454,11,relational,1,graph,graph,graph,1.1950,1,1,1,0,1,1,1,1
455,11,feature,1,mlp,mlp,attention_v2,0.4686,1,1,1,1,1,1,1,0
456,11,contextual,0,attention_v2,mlp,attention_v2,1.1253,1,0,1,0,0,0,1,1
457,11,relational,0,graph,mlp,graph,0.8733,1,1,1,0,1,1,0,1
458,11,relational,0,graph,graph,graph,1.1620,1,0,1,0,0,0,1,1
459,11,relational,1,graph,attention_v2,graph,1.2827,1,1,0,0,1,1,1,1
460,11,contextual,1,attention_v2,attention,attention_v2,0.7266,1,0,1,1,1,1,1,1
461,11,feature,0,mlp,graph,attention,1.0247,0,1,0,1,0,0,1,0
462,11,relational,0,graph,mlp,graph,1.2258,1,0,1,1,0,0,1,1
463,11,feature,0,mlp,mlp,attention,1.0083,0,1,0,1,0,0,1,0
464,11,contextual,1,attention_v2,attention,attention_v2,0.5957,1,0,1,1,1,1,1,1
465,11,relational,1,graph,attention,graph,1.1846,1,1,1,0,1,1,1,1
466,11,relational,0,graph,mlp,graph,0.6545,1,1,0,1,1,1,0,1
467,11,contextual,1,attention_v2,attention,attention_v2,1.2654,1,0,0,1,1,1,1,1
468,11,contextual,0,attention_v2,mlp,attention_v2,0.2726,0,0,1,0,0,0,1,1
469,11,contextual,0,attention_v2,graph,attention_v2,0.6983,1,0,1,0,0,0,1,1
470,11,contextual,0,attention_v2,mlp,attention_v2,0.8447,1,0,0,0,0,0,1,1
471,11,feature,0,mlp,attention_v2,attention,1.0048,0,1,0,1,0,0,1,0
472,11,feature,1,mlp,attention_v2,attention_v2,0.4712,1,1,0,1,1,1,1,0
473,11,relational,0,graph,attention_v2,graph,0.7000,1,1,0,1,1,1,0,1
474,11,feature,0,mlp,attention_v2,attention,1.0091,0,1,0,1,0,0,1,0
475,11,contextual,1,attention_v2,graph,attention_v2,0.6458,1,0,0,1,1,1,1,1
476,11,relational,1,graph,attention,graph,0.7248,1,1,1,1,1,1,1,1
477,11,relational,1,graph,attention,graph,0.9039,1,1,1,0,1,1,1,1
478,11,contextual,0,attention_v2,attention,attention_v2,0.6360,1,0,1,0,0,0,1,1
479,11,contextual,0,attention_v2,graph,attention_v2,0.6825,1,0,1,0,0,0,1,1
480,11,contextual,0,attention_v2,attention_v2,attention_v2,0.4692,1,0,0,0,0,0,1,1
481,11,contextual,0,attention_v2,mlp,attention_v2,0.7380,1,0,1,0,0,0,1,1
482,11,relational,1,graph,attention,graph,1.1260,1,1,1,1,1,1,1,1
483,11,relational,1,graph,attention_v2,graph,0.9906,1,1,1,0,1,1,1,1
484,11,relational,1,graph,attention,graph,1.2103,1,0,0,1,0,0,0,1
485,11,contextual,0,attention_v2,attention_v2,attention_v2,1.0334,1,0,0,0,0,0,1,1
486,11,feature,0,mlp,attention,attention,1.0043,0,1,0,1,0,0,1,0
487,11,relational,1,graph,attention,graph,1.0894,1,1,1,1,1,1,1,1
488,11,relational,0,graph,attention,graph,1.2097,1,1,0,1,1,1,0,1
489,11,relational,0,graph,graph,graph,1.0098,1,0,1,1,0,0,1,1
490,11,relational,0,graph,graph,graph,1.1014,1,0,0,0,0,0,1,1
491,11,relational,0,graph,graph,graph,0.8531,1,0,1,0,0,0,1,1
492,11,relational,0,graph,graph,graph,1.2602,1,0,1,1,0,0,1,1
493,11,contextual,1,attention_v2,mlp,attention_v2,0.8602,1,0,1,1,1,1,1,1
494,11,feature,1,mlp,attention_v2,mlp,0.7307,1,1,1,0,1,1,1,1
495,11,contextual,0,attention_v2,attention_v2,attention_v2,0.6148,1,0,0,0,0,0,1,1
496,11,feature,0,mlp,attention,attention,1.0069,0,1,0,1,0,0,1,0
497,11,contextual,1,attention_v2,mlp,attention_v2,0.8679,1,1,1,1,1,1,1,1
498,11,relational,0,graph,attention_v2,graph,0.8609,1,0,0,1,0,0,1,1
499,11,feature,1,mlp,attention,attention_v2,0.4868,1,1,0,1,1,1,1,0
500,11,relational,1,graph,attention,graph,0.8657,1,1,1,0,1,1,1,1
501,11,feature,1,mlp,attention_v2,attention_v2,0.4661,1,1,0,1,1,1,1,0
502,11,feature,0,mlp,graph,attention,1.0078,0,1,0,1,0,0,1,0
503,11,relational,1,graph,graph,graph,1.2172,0,1,0,1,1,1,1,1
504,11,contextual,1,attention_v2,graph,attention_v2,0.9528,1,0,1,1,1,1,1,1
505,11,contextual,0,attention_v2,graph,attention_v2,0.3957,1,0,1,0,0,0,1,1
506,11,feature,1,mlp,attention_v2,attention_v2,0.4707,1,1,0,1,1,1,1,0
507,11,contextual,0,attention_v2,mlp,attention_v2,0.7675,1,0,1,0,0,0,1,1
508,11,relational,1,graph,graph,graph,1.0253,1,1,1,0,1,1,1,1
509,11,feature,0,mlp,attention,attention_v2,0.7792,0,1,1,0,0,0,1,0
510,11,contextual,1,attention_v2,attention,attention_v2,0.9984,1,1,1,1,1,1,1,1
511,11,relational,0,graph,attention,graph,1.2782,1,0,1,1,0,0,1,1
512,11,feature,0,mlp,graph,attention,1.0138,0,1,0,1,0,0,1,0
513,11,relational,1,graph,attention_v2,graph,1.2700,0,1,0,1,1,1,1,1
514,11,contextual,0,attention_v2,attention,attention_v2,0.5867,0,1,0,0,0,0,1,1
515,11,contextual,1,attention_v2,mlp,attention_v2,1.0756,1,0,0,1,1,1,1,1
516,11,contextual,1,attention_v2,graph,attention_v2,0.7288,1,0,0,1,1,1,1,1
517,11,relational,1,graph,mlp,graph,1.0017,1,1,0,1,1,1,1,1
518,11,contextual,1,attention_v2,attention,attention_v2,0.5041,1,0,1,1,1,1,1,1
519,11,feature,0,mlp,mlp,attention,1.0061,0,1,0,1,0,0,1,0
520,11,feature,0,mlp,graph,attention,1.0140,0,1,0,1,0,0,1,0
521,11,relational,1,graph,attention,graph,1.1769,1,1,1,1,1,1,1,1
522,11,relational,1,graph,mlp,graph,1.0157,1,1,1,0,1,1,1,1
523,11,contextual,0,attention_v2,graph,attention_v2,0.8700,1,0,0,0,0,0,1,1
524,11,relational,0,graph,graph,graph,0.9692,1,0,1,1,0,0,1,1
525,11,feature,1,mlp,attention_v2,attention_v2,0.4854,1,1,0,1,1,1,1,0
526,11,feature,1,mlp,graph,attention_v2,0.4841,1,1,0,1,1,1,1,0
527,11,feature,1,mlp,attention_v2,attention_v2,0.4837,1,1,0,1,1,1,1,0
528,11,contextual,1,attention_v2,mlp,attention_v2,0.7872,1,0,0,1,1,1,1,1
529,11,relational,1,graph,attention,graph,1.1701,1,1,1,0,1,1,1,1
530,11,relational,0,graph,mlp,graph,1.1460,1,0,1,1,0,0,1,1
531,11,feature,1,mlp,attention,mlp,0.7355,1,1,1,0,1,1,1,1
532,11,contextual,1,attention_v2,attention_v2,attention_v2,0.4889,1,0,1,1,1,1,1,1
533,11,feature,0,mlp,graph,attention_v2,0.7852,0,1,1,0,0,0,1,0
534,11,contextual,0,attention_v2,mlp,attention_v2,1.0104,1,0,1,0,0,0,1,1
535,11,relational,0,graph,mlp,graph,1.0201,1,0,1,0,0,0,1,1
536,11,contextual,0,attention_v2,attention_v2,attention_v2,0.8284,1,0,1,0,0,0,1,1
537,11,feature,0,mlp,attention_v2,attention_v2,0.7812,0,1,1,0,0,0,1,0
538,11,feature,0,mlp,graph,attention_v2,0.7839,0,1,1,0,0,0,1,0
539,11,contextual,0,attention_v2,attention_v2,attention_v2,0.9893,1,1,0,0,0,0,1,1
540,11,relational,0,graph,attention,graph,1.0302,1,0,0,0,0,0,1,1
541,11,relational,1,graph,mlp,graph,0.7644,1,1,1,0,1,1,1,1
542,11,feature,0,mlp,mlp,attention,1.0182,0,1,0,1,0,0,1,0
543,11,contextual,1,attention_v2,mlp,attention_v2,0.7370,1,0,1,1,1,1,1,1
544,11,contextual,0,attention_v2,mlp,attention_v2,0.7129,1,1,1,0,0,0,1,1
545,11,feature,1,mlp,attention_v2,attention_v2,0.4787,1,1,0,1,1,1,1,0
546,11,feature,1,mlp,attention_v2,attention_v2,0.4680,1,1,0,1,1,1,1,0
547,11,relational,1,graph,attention,graph,1.2956,1,0,1,1,0,0,0,1
548,11,feature,0,mlp,graph,attention_v2,0.7676,0,1,1,0,0,0,1,0
549,11,feature,1,mlp,attention_v2,attention_v2,0.4771,1,1,0,1,1,1,1,0
550,11,feature,0,mlp,mlp,attention_v2,0.7641,0,1,1,0,0,0,1,0
551,11,contextual,0,attention_v2,graph,attention_v2,0.7338,1,0,1,0,0,0,1,1
552,11,feature,1,mlp,attention,mlp,0.7316,1,1,1,0,1,1,1,1
553,11,contextual,1,attention_v2,attention,attention_v2,1.0941,1,0,1,1,1,1,1,1
554,11,relational,0,graph,attention,graph,1.0359,1,1,1,1,1,1,0,1
555,11,feature,0,mlp,graph,attention_v2,0.7731,0,1,1,0,0,0,1,0
556,11,feature,0,mlp,attention,attention_v2,0.7724,0,1,1,0,0,0,1,0
557,11,contextual,1,attention_v2,attention,attention_v2,0.5344,1,0,1,1,1,1,1,1
558,11,feature,0,mlp,graph,attention,1.0022,0,1,0,1,0,0,1,0
559,11,contextual,0,attention_v2,attention,attention_v2,1.0985,1,0,1,0,0,0,1,1
560,11,relational,0,graph,attention,graph,1.1751,1,1,1,1,1,1,0,1
561,11,feature,0,mlp,graph,attention,1.0160,0,1,0,1,0,0,1,0
562,11,contextual,1,attention_v2,attention,attention_v2,0.8379,1,0,1,1,1,1,1,1
563,11,feature,0,mlp,graph,attention_v2,0.7841,0,1,1,0,0,0,1,0
564,11,contextual,0,attention_v2,attention,attention_v2,0.7864,1,0,1,0,0,0,1,1
565,11,contextual,1,attention_v2,mlp,attention_v2,0.5156,1,0,1,1,1,1,1,1
566,11,relational,0,graph,attention_v2,graph,1.2609,1,0,1,1,0,0,1,1
567,11,feature,0,mlp,attention_v2,attention,1.0105,0,1,0,1,0,0,1,0
568,11,contextual,1,attention_v2,graph,attention_v2,0.7073,1,0,0,1,1,1,1,1
569,11,contextual,0,attention_v2,mlp,attention_v2,0.8298,0,0,0,0,0,0,1,1
570,11,feature,0,mlp,attention,attention,1.0054,0,1,0,1,0,0,1,0
571,11,relational,1,graph,graph,graph,0.9963,1,1,0,1,1,1,1,1
572,11,contextual,0,attention_v2,attention_v2,attention_v2,0.4772,0,1,1,0,0,0,1,1
573,11,feature,1,mlp,attention,mlp,0.7353,1,1,1,0,1,1,1,1
574,11,contextual,0,attention_v2,attention_v2,attention_v2,0.7214,1,0,0,0,0,0,1,1
575,11,feature,1,mlp,attention,attention_v2,0.4796,1,1,1,1,1,1,1,0
576,11,feature,1,mlp,attention_v2,attention_v2,0.4753,1,1,1,1,1,1,1,0
577,11,contextual,0,attention_v2,attention,attention_v2,0.6565,1,0,1,0,0,0,1,1
578,11,relational,0,graph,attention,graph,1.0942,1,1,1,0,1,1,0,1
579,11,relational,0,graph,mlp,graph,0.9591,1,0,1,1,0,0,1,1
580,11,contextual,1,attention_v2,attention_v2,attention_v2,0.6005,1,0,1,1,1,1,1,1
581,11,contextual,0,attention_v2,graph,attention_v2,0.8754,1,0,0,0,0,0,1,1
582,11,contextual,1,attention_v2,attention,attention_v2,0.5555,1,0,1,1,1,1,1,1
583,11,relational,1,graph,attention_v2,graph,0.6464,1,1,0,1,1,1,1,1
584,11,contextual,1,attention_v2,attention,attention_v2,1.1842,1,0,0,1,1,1,1,1
585,11,relational,1,graph,mlp,graph,1.1910,1,0,1,1,0,0,0,1
586,11,contextual,0,attention_v2,mlp,attention_v2,0.6024,1,0,1,0,0,0,1,1
587,11,feature,1,mlp,attention,attention_v2,0.4682,1,1,1,1,1,1,1,0
588,11,feature,1,mlp,graph,attention_v2,0.4685,1,1,1,1,1,1,1,0
589,11,feature,1,mlp,attention,attention_v2,0.4615,1,1,0,1,1,1,1,0
590,11,feature,1,mlp,attention_v2,mlp,0.7412,1,1,1,0,1,1,1,1
591,11,feature,0,mlp,attention_v2,attention,1.0098,0,1,0,1,0,0,1,0
592,11,feature,0,mlp,attention,attention,1.0080,0,1,0,1,0,0,1,0
593,11,relational,1,graph,graph,graph,1.1142,1,1,1,0,1,1,1,1
594,11,contextual,1,attention_v2,attention_v2,attention_v2,0.9508,1,0,0,1,1,1,1,1
595,11,relational,1,graph,mlp,graph,0.8077,1,1,0,1,1,1,1,1
596,11,relational,1,graph,mlp,graph,1.2274,1,0,1,0,0,0,0,1
597,11,relational,0,graph,attention_v2,graph,1.1409,1,0,1,0,0,0,1,1
598,11,feature,1,mlp,attention,mlp,0.7311,1,1,1,0,1,1,1,1
599,11,feature,1,mlp,graph,attention_v2,0.4819,1,1,0,1,1,1,1,0
600,11,relational,1,graph,attention,graph,1.3140,1,0,1,0,0,0,0,1
601,11,relational,0,graph,graph,graph,1.2547,1,0,1,1,0,0,1,1
602,11,relational,1,graph,graph,graph,1.2434,1,0,1,0,0,0,0,1
603,11,feature,0,mlp,attention,attention_v2,0.7612,0,1,1,0,0,0,1,0
604,11,feature,0,mlp,graph,attention,1.0092,0,1,0,1,0,0,1,0
605,11,contextual,1,attention_v2,attention_v2,attention_v2,0.5325,1,0,1,1,1,1,1,1
606,11,relational,1,graph,graph,graph,1.2288,1,1,0,0,1,1,1,1
607,11,relational,0,graph,graph,graph,1.0537,1,1,1,0,1,1,0,1
608,11,contextual,1,attention_v2,graph,attention_v2,0.6774,1,0,1,1,1,1,1,1
609,11,contextual,1,attention_v2,mlp,attention_v2,0.9016,1,0,1,1,1,1,1,1
610,11,contextual,0,attention_v2,attention,attention_v2,0.7864,1,0,1,0,0,0,1,1
611,11,relational,1,graph,attention,graph,1.1451,1,0,1,0,0,0,0,1
612,11,relational,1,graph,attention,graph,1.2798,1,1,0,1,1,1,1,1
613,11,feature,0,mlp,graph,attention,1.0074,0,1,0,1,0,0,1,0
614,11,relational,1,graph,attention_v2,graph,1.1812,1,0,1,1,0,0,0,1
615,11,relational,0,graph,mlp,graph,0.7029,1,1,1,0,1,1,0,1
616,11,relational,0,graph,graph,graph,0.7085,1,0,1,1,0,0,1,1
617,11,contextual,1,attention_v2,attention,attention_v2,0.7478,1,0,1,1,1,1,1,1
618,11,relational,0,graph,graph,graph,0.8477,1,0,1,0,0,0,1,1
619,11,relational,0,graph,graph,graph,1.0528,1,0,1,0,0,0,1,1
620,11,contextual,0,attention_v2,attention,attention_v2,0.6687,1,0,1,0,0,0,1,1
621,11,feature,0,mlp,graph,attention_v2,0.7746,0,1,1,0,0,0,1,0
622,11,feature,1,mlp,graph,mlp,0.7335,1,1,1,0,1,1,1,1
623,11,contextual,1,attention_v2,graph,attention_v2,0.5669,1,0,1,1,1,1,1,1
624,11,contextual,1,attention_v2,graph,attention_v2,1.0750,1,0,1,1,1,1,1,1
625,11,relational,1,graph,mlp,graph,0.9127,1,1,1,0,1,1,1,1
626,11,relational,0,graph,graph,graph,1.1406,1,1,0,1,1,1,0,1
627,11,relational,1,graph,attention,graph,1.0681,1,0,0,1,0,0,0,1
628,11,relational,0,graph,attention,graph,1.1309,1,1,1,0,1,1,0,1
629,11,feature,1,mlp,attention,mlp,0.7225,1,1,1,0,1,1,1,1
630,11,contextual,1,attention_v2,attention,attention_v2,0.8340,1,0,0,1,1,1,1,1
631,11,contextual,0,attention_v2,attention_v2,attention_v2,0.8624,1,0,0,0,0,0,1,1
632,11,contextual,1,attention_v2,graph,attention_v2,0.7294,1,0,1,1,1,1,1,1
633,11,contextual,0,attention_v2,attention_v2,attention_v2,0.5206,1,0,1,0,0,0,1,1
634,11,contextual,1,attention_v2,mlp,attention_v2,0.7220,1,0,1,1,1,1,1,1
635,11,feature,0,mlp,attention_v2,attention,1.0070,0,1,0,1,0,0,1,0
636,11,contextual,1,attention_v2,attention_v2,attention_v2,0.7369,1,0,1,1,1,1,1,1
637,11,relational,0,graph,attention,graph,0.8497,1,0,1,0,0,0,1,1
638,11,contextual,0,attention_v2,graph,attention_v2,0.8639,1,0,1,0,0,0,1,1
639,11,contextual,0,attention_v2,attention_v2,attention_v2,1.1984,1,0,1,0,0,0,1,1
